Schneider~9001KS47B~0~1~163.4981~200~65.2371~500~63.0579~1000~61.9796
Schneider~9001KS47BH2~0~1~641.6046~200~256.0045~500~247.45~1000~243.2236
Schneider~9001SKS47BH2~0~1~641.5604~200~255.9869~500~247.433~1000~243.2068
