Analog Devices~LTC1052CN8~0~1~2.6475~200~1.0563~500~1.0214~1000~1.0048
Analog Devices~LTC1052CN#PBF~0~1~7.3084~200~2.8292~500~2.7289~1000~2.6795
Analog Devices~LTC1052CN8#PBF~0~1~6.7388~200~2.6085~500~2.5159~1000~2.4711
